segmento_negocio,prioridad_consumo,categoria,producto_generico,proveedor,marca,ranking_compra,codigo_sku,descripcion,presentacion,tipo_envase,unidades_por_pack,costo_pack_neto,costo_unidad_neto,precio_venta_neto,margen_clp,margen_pct,mercado_min,mercado_max,holgura_mercado,pct_min_mercado,pct_max_mercado,rubro,aplicacion
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,1,1200010,GL LIQUIDO PARA RADIADOR VERDE DE 1 GAL,1 GAL,Galon,1,1896,1896,2465,569,0.2307692307692308,12000.0,16000.0,4000.0,-3.8681541582150105,-5.490872210953347,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,1,1200010,GL LIQUIDO PARA RADIADOR VERDE DE 1 GAL,1 GAL,Galon,1,1896,1896,2465,569,0.2307692307692308,12000.0,16000.0,4000.0,-3.8681541582150105,-5.490872210953347,Agricola,liviano
Construccion,3,Refrigerante/Aditivo Diesel,Concentrado 50/50 industrial,Vistony,Vistony,1,1200024,FRA LIQUIDO PARA RADIADOR DE 1/4 GL,1/4 GL,Frasco/Botella,1,572,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Construccion,liviano
Industria,3,Refrigerante/Aditivo Diesel,Concentrado 50/50 industrial,Vistony,Vistony,1,1200024,FRA LIQUIDO PARA RADIADOR DE 1/4 GL,1/4 GL,Frasco/Botella,1,572,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Industria,liviano
Concesionarios,1,Grasa,Grasa multiproposito EP2,Vistony,Vistony,2,1100271,CIL COMPLEX MOLY NLGI 2 DE 400 LB,400 LB,Tambor/Cilindro,1,1068442,1068442,1388974,320532,0.2307692307692308,750000.0,900000.0,150000.0,0.4600330891722956,0.3520397070067546,Concesionarios,liviano
Talleres,3,Grasa,Grasa multiproposito EP2,Vistony,Vistony,2,1100271,CIL COMPLEX MOLY NLGI 2 DE 400 LB,400 LB,Tambor/Cilindro,1,1068442,1068442,1388974,320532,0.2307692307692308,750000.0,900000.0,150000.0,0.4600330891722956,0.3520397070067546,Talleres,liviano
Construccion (agro),1,Grasa,Grasa multiproposito EP2,Vistony,Vistony,2,1100271,CIL COMPLEX MOLY NLGI 2 DE 400 LB,400 LB,Tambor/Cilindro,1,1068442,1068442,1388974,320532,0.2307692307692308,750000.0,900000.0,150000.0,0.4600330891722956,0.3520397070067546,Agricola,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200036,GL LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,1,1714,1714,2229,514,0.2307692307692308,12000.0,16000.0,4000.0,-4.383580080753701,-6.178106774338269,Concesionarios,liviano
Flotas,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200036,GL LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,1,1714,1714,2229,514,0.2307692307692308,12000.0,16000.0,4000.0,-4.383580080753701,-6.178106774338269,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200036,GL LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,1,1714,1714,2229,514,0.2307692307692308,12000.0,16000.0,4000.0,-4.383580080753701,-6.178106774338269,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200036,GL LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,1,1714,1714,2229,514,0.2307692307692308,12000.0,16000.0,4000.0,-4.383580080753701,-6.178106774338269,Agricola,liviano
Concesionarios,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200040,FRA LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,1,572,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Concesionarios,liviano
Flotas,3,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200040,FRA LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,1,572,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200040,FRA LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,1,572,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Talleres,liviano
Construccion (agro),3,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200040,FRA LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,1,572,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Agricola,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,3,1200080,GL COOLANT ICE FREEZE ORGANICO (OAT) 33% GREEN DE 1 GL,1 GL,Galon,1,5416,5416,7041,1625,0.2307692307692308,12000.0,16000.0,4000.0,-0.7043033659991478,-1.2724044879988639,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,3,1200080,GL COOLANT ICE FREEZE ORGANICO (OAT) 33% GREEN DE 1 GL,1 GL,Galon,1,5416,5416,7041,1625,0.2307692307692308,12000.0,16000.0,4000.0,-0.7043033659991478,-1.2724044879988639,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,3,1200080,GL COOLANT ICE FREEZE ORGANICO (OAT) 33% GREEN DE 1 GL,1 GL,Galon,1,5416,5416,7041,1625,0.2307692307692308,12000.0,16000.0,4000.0,-0.7043033659991478,-1.2724044879988639,Agricola,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,3,1200084,GL COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,1,6754,6754,8781,2026,0.2307692307692308,12000.0,16000.0,4000.0,-0.36658694909463607,-0.8221159321261815,Concesionarios,liviano
Flotas,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,3,1200084,GL COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,1,6754,6754,8781,2026,0.2307692307692308,12000.0,16000.0,4000.0,-0.36658694909463607,-0.8221159321261815,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,3,1200084,GL COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,1,6754,6754,8781,2026,0.2307692307692308,12000.0,16000.0,4000.0,-0.36658694909463607,-0.8221159321261815,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,3,1200084,GL COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,1,6754,6754,8781,2026,0.2307692307692308,12000.0,16000.0,4000.0,-0.36658694909463607,-0.8221159321261815,Agricola,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,6,1200086,GL COOLANT ICE FREEZE SI-ORGANICO (SI-OAT) G12++ 50/50 COLOR ROSA DE 5L,5 L,Galon,1,1636,8180,10634,2454,0.2307692307692308,12000.0,16000.0,4000.0,-0.12845589618205766,-0.5046078615760767,Concesionarios,liviano
Flotas,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,6,1200086,GL COOLANT ICE FREEZE SI-ORGANICO (SI-OAT) G12++ 50/50 COLOR ROSA DE 5L,5 L,Galon,1,1636,8180,10634,2454,0.2307692307692308,12000.0,16000.0,4000.0,-0.12845589618205766,-0.5046078615760767,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,6,1200086,GL COOLANT ICE FREEZE SI-ORGANICO (SI-OAT) G12++ 50/50 COLOR ROSA DE 5L,5 L,Galon,1,1636,8180,10634,2454,0.2307692307692308,12000.0,16000.0,4000.0,-0.12845589618205766,-0.5046078615760767,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,6,1200086,GL COOLANT ICE FREEZE SI-ORGANICO (SI-OAT) G12++ 50/50 COLOR ROSA DE 5L,5 L,Galon,1,1636,8180,10634,2454,0.2307692307692308,12000.0,16000.0,4000.0,-0.12845589618205766,-0.5046078615760767,Agricola,liviano
Concesionarios,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,1,1200089,FRA COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRATE EXTENDED LIFE GREEN DE 1/4 GL,1/4 GL,Frasco/Botella,1,2754,2754,3580,826,0.2307692307692308,3500.0,5500.0,2000.0,0.022346368715083775,-0.5363128491620113,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,1,1200089,FRA COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRATE EXTENDED LIFE GREEN DE 1/4 GL,1/4 GL,Frasco/Botella,1,2754,2754,3580,826,0.2307692307692308,3500.0,5500.0,2000.0,0.022346368715083775,-0.5363128491620113,Talleres,liviano
Construccion (agro),3,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,1,1200089,FRA COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRATE EXTENDED LIFE GREEN DE 1/4 GL,1/4 GL,Frasco/Botella,1,2754,2754,3580,826,0.2307692307692308,3500.0,5500.0,2000.0,0.022346368715083775,-0.5363128491620113,Agricola,liviano
Construccion,3,Refrigerante/Aditivo Diesel,Concentrado 50/50 industrial,Vistony,Vistony,1,1200022,CAJ12 LIQUIDO PARA RADIADOR DE 1/4 GL,1/4 GL,Frasco/Botella,12,6866,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Construccion,liviano
Industria,3,Refrigerante/Aditivo Diesel,Concentrado 50/50 industrial,Vistony,Vistony,1,1200022,CAJ12 LIQUIDO PARA RADIADOR DE 1/4 GL,1/4 GL,Frasco/Botella,12,6866,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Industria,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,7,1200091,GL COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRADO EXTENDED LIFE GREEN DE 1 GL,1 GL,Galon,1,10359,10359,13467,3108,0.2307692307692308,12000.0,16000.0,4000.0,0.10893294720427715,-0.1880894037276306,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,7,1200091,GL COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRADO EXTENDED LIFE GREEN DE 1 GL,1 GL,Galon,1,10359,10359,13467,3108,0.2307692307692308,12000.0,16000.0,4000.0,0.10893294720427715,-0.1880894037276306,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,7,1200091,GL COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRADO EXTENDED LIFE GREEN DE 1 GL,1 GL,Galon,1,10359,10359,13467,3108,0.2307692307692308,12000.0,16000.0,4000.0,0.10893294720427715,-0.1880894037276306,Agricola,liviano
Concesionarios,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200038,CAJ12 LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,12,6866,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Concesionarios,liviano
Flotas,3,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200038,CAJ12 LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,12,6866,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200038,CAJ12 LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,12,6866,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Talleres,liviano
Construccion (agro),3,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200038,CAJ12 LIQUIDO PARA RADIADOR ROJO DE 1/4 GL,1/4 GL,Frasco/Botella,12,6866,572,744,172,0.2307692307692308,3500.0,5500.0,2000.0,-3.704301075268817,-6.39247311827957,Agricola,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,5,1200106,GL COOLANTT ICE FREEZE ORGANICO (OAT) 50/50 GREEN - 5 IDIOMAS DE 4L,4 L,Galon,1,6741,6741,8763,2022,0.2307692307692308,12000.0,16000.0,4000.0,-0.3693940431359124,-0.8258587241812165,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,5,1200106,GL COOLANTT ICE FREEZE ORGANICO (OAT) 50/50 GREEN - 5 IDIOMAS DE 4L,4 L,Galon,1,6741,6741,8763,2022,0.2307692307692308,12000.0,16000.0,4000.0,-0.3693940431359124,-0.8258587241812165,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,5,1200106,GL COOLANTT ICE FREEZE ORGANICO (OAT) 50/50 GREEN - 5 IDIOMAS DE 4L,4 L,Galon,1,6741,6741,8763,2022,0.2307692307692308,12000.0,16000.0,4000.0,-0.3693940431359124,-0.8258587241812165,Agricola,liviano
Concesionarios,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200095,CIL COOLANT ICE HEAVY-DUTY HYBRID (NOAT) 50/50 EXTENDED LIFE RED DE 55 GL,55 GL,Tambor/Cilindro,1,315601,315601,410281,94680,0.2307692307692308,300000.0,450000.0,150000.0,0.26879382667001395,-0.09680925999497902,Concesionarios,liviano
Flotas,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200095,CIL COOLANT ICE HEAVY-DUTY HYBRID (NOAT) 50/50 EXTENDED LIFE RED DE 55 GL,55 GL,Tambor/Cilindro,1,315601,315601,410281,94680,0.2307692307692308,300000.0,450000.0,150000.0,0.26879382667001395,-0.09680925999497902,Flotas,liviano
Talleres,3,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200095,CIL COOLANT ICE HEAVY-DUTY HYBRID (NOAT) 50/50 EXTENDED LIFE RED DE 55 GL,55 GL,Tambor/Cilindro,1,315601,315601,410281,94680,0.2307692307692308,300000.0,450000.0,150000.0,0.26879382667001395,-0.09680925999497902,Talleres,liviano
Construccion (agro),1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,1,1200095,CIL COOLANT ICE HEAVY-DUTY HYBRID (NOAT) 50/50 EXTENDED LIFE RED DE 55 GL,55 GL,Tambor/Cilindro,1,315601,315601,410281,94680,0.2307692307692308,300000.0,450000.0,150000.0,0.26879382667001395,-0.09680925999497902,Agricola,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,1,1200142,GL AGUA P/ BATERIA DE 1 GAL,1 GAL,Galon,1,1532,1532,1992,460,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),3,Lubricante,Otros,Vistony,Vistony,1,1200196,CIL ICE FREEZE HEAVY DUTY SI-OAT DE 55 GAL,55 GAL,Tambor/Cilindro,1,265850,265850,345604,79755,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,37,1200214,CAJ12 LAVADO ECOLOGICO LOTOX INFINITE DE 500 ML,500 ML,Frasco/Botella,12,23840,1986,2582,596,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,60,1200215,CAJ12 PROTECTOR INTERIOR MULTIUSOS LOTOX INFINITE DE 500 ML,500 ML,Frasco/Botella,12,30970,2581,3355,774,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,56,1200216,CAJ12 RENOVADOR DE PLASTICOS LOTOX INFINITE DE 500 ML,500 ML,Frasco/Botella,12,28554,2379,3093,714,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,93,1300006,FRA LIQUIDO PARA FRENO DOT - 3 DE 1 LT,1 LT,Frasco/Botella,1,4338,4338,5639,1301,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,84,1200217,CAJ12 LIMPIADOR DE CUEROS LOTOX INFINITE DE 500 ML,500 ML,Frasco/Botella,12,42589,3549,4613,1065,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,92,1300003,CAJ10 LIQUIDO PARA FRENO DOT - 3 DE 1 LT,1 LT,Frasco/Botella,10,41754,4175,5428,1253,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,34,1300009,FRA LIQUIDO PARA FRENO DOT - 3 DE 12 ONZ,12 ONZ,Frasco/Botella,1,1863,1863,2422,559,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,20,1300013,FRA LIQUIDO PARA FRENO DOT - 3 DE 8 ONZ,8 ONZ,Frasco/Botella,1,1296,1296,1685,389,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,34,1300019,GL LIQUIDO PARA FRENO DOT - 3 DE 1 GAL,1 GAL,Galon,1,12498,12498,16248,3750,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,14,1300010,CAJ12 LIQUIDO PARA FRENO DOT - 3 DE 8 ONZ,8 ONZ,Sachet/Spray,12,15890,1324,1721,397,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,17,1300025,FRA LIQUIDO PARA FRENO DOT- 4 DE 8 ONZ,8 ONZ,Frasco/Botella,1,1254,1254,1631,376,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,37,1300018,CAJ06 LIQUIDO PARA FRENO DOT - 3 DE 1 GAL,1 GAL,Galon,6,76580,12763,16592,3829,0.2307692307692307,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,9,1300023,CAJ12 LIQUIDO PARA FRENO DOT- 4 DE 8 ONZ,8 ONZ,Sachet/Spray,12,14642,1220,1586,366,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,26,1300028,FRA LIQUIDO PARA FRENO DOT- 4 DE 12 ONZ,12 ONZ,Frasco/Botella,1,1655,1655,2152,497,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,14,1300043,FRA LIQUIDO DE FRENOS DOT-4 PARA MOTO DE 8 OZ,8 OZ,Frasco/Botella,1,1229,1229,1597,369,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Liquido de frenos,Otros,Vistony,Vistony,22,1300026,CAJ12 LIQUIDO PARA FRENO DOT- 4 DE 12 ONZ,12 ONZ,Frasco/Botella,12,19278,1606,2088,482,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,39,1400003,FRA MOTOR FLUSH DE 443 ML,443 ML,Frasco/Botella,1,2028,2028,2636,608,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,10,1400013,GL BRILLANTA - PROTEGE Y BRILLA,1 GAL,Galon,1,7480,7480,9724,2244,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,13,1400016,FRA SILICONA WHITE CON AROMA FRESA DE 300 ML,300 ML,Frasco/Botella,1,1206,1206,1567,362,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,12,1400012,CAJ06 BRILLANTA - PROTEGE Y BRILLA,1 GAL,Galon,6,45833,7638,9930,2292,0.2307692307692309,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,8,1400019,FRA LIMPIA PARABRISAS DE 1 LT,1 LT,Frasco/Botella,1,1065,1065,1384,319,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,10,1400014,CAJ12 SILICONA WHITE CON AROMA FRESA DE 300 ML,300 ML,Sachet/Spray,12,14778,1231,1601,369,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,16,1400025,GL SILICONA WHITE CON AROMA FRESA DE 1GL,1 GL,Galon,1,8568,8568,11138,2570,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,10,1400015,CAJ24 SILICONA WHITE CON AROMA FRESA DE 300 ML,300 ML,Sachet/Spray,24,29555,1231,1601,369,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,18,1400028,FRA BRILLANTA - PROTEGE Y BRILLA DE 300 ML,300 ML,Frasco/Botella,1,1276,1276,1659,383,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,9,1400017,CAJ12 LIMPIA PARABRISAS DE 1 LT,1 LT,Frasco/Botella,12,13054,1088,1414,326,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,7,1400036,GL SHAMPOO SUPER CONCENTRADO DE GAL,1 GAL,Galon,1,5846,5846,7600,1754,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,17,1400024,CAJ06 SILICONA WHITE CON AROMA FRESA DE 1GL,1 GL,Galon,6,52495,8749,11373,2625,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,49,1400043,FRA PULVERIZADOR PARA MOTOR DE 650 ML,650 ML,Frasco/Botella,1,2197,2197,2856,659,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,13,1400026,CAJ12 BRILLANTA - PROTEGE Y BRILLA DE 300 ML,300 ML,Sachet/Spray,12,15634,1303,1694,391,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,11,1400045,FRA LIMPIA TAPIZ VISTONY DE 650 ML,650 ML,Frasco/Botella,1,1158,1158,1506,348,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,8,1400035,CAJ06 SHAMPOO SUPER CONCENTRADO DE GAL,1 GAL,Galon,6,35821,5970,7762,1791,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,14,1400049,GL PULVERIZADOR PARA MOTOR DE 1 GAL,1 GAL,Galon,1,8226,8226,10693,2468,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,53,1400042,CAJ12 PULVERIZADOR PARA MOTOR DE 650 ML,650 ML,Frasco/Botella,12,26922,2243,2916,673,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,3,1400054,GL LIMPIA PARABRISAS DE 1 GL,1 GL,Galon,1,2270,2270,2952,681,0.2307692307692309,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,12,1400044,CAJ12 LIMPIA TAPIZ VISTONY DE 650 ML,650 ML,Frasco/Botella,12,14193,1182,1537,355,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,62,1400071,FRA SHAMPOO SUPER CONCENTRADO 3 EN 1 DE 1L,1 L,Frasco/Botella,1,2645,2645,3438,793,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,15,1400048,CAJ06 PULVERIZADOR PARA MOTOR DE 1 GAL,1 GAL,Galon,6,50400,8400,10920,2520,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Construccion,3,Quimico/Cuidado vehicular,Concentrado 50/50 industrial,Vistony,Vistony,2,1400081,FRA LIMPIA RADIADOR DE LATA DE 300 ML,300 ML,Frasco/Botella,1,2010,2010,2612,603,0.2307692307692309,3500.0,5500.0,2000.0,-0.339969372128637,-1.105666156202144,Construccion,liviano
